"Yt_1"	"Yt_2"	"Dummy.T"	"Dummy.M.Month_1"	"Dummy.M.Month_2"	"Dummy.M.Month_3"	"Dummy.M.Month_4"	"Dummy.M.Month_5"	"Dummy.M.Month_6"	"Dummy.M.Month_7"	"Dummy.M.Month_8"	"Dummy.M.Month_9"	"Dummy.M.Month_10"	"Dummy.M.Month_11"	"Dummy.M.Month_12"	"Dummy.CV.CV_W1"	"Dummy.CV.CV_W2"	"Dummy.CV.CV_W3"	"Dummy.CV.CV_W4"	"Dummy.CV.CV_WB1"	"Dummy.CV.CV_WB2"	"Dummy.CV.CV_WB3"	"Dummy.CV.CV_WB4"
"63"	31,4568124065258	25,4787878386048	63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64"	29,1237541916694	29,006065134787	64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65"	26,1964810447791	23,9267147152187	65	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	21,3788411681308	18,3964667280202	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67"	16,8558766806047	15,4100532736419	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"68"	14,5502256967965	8,90986960901617	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"69"	42,0516095938349	41,4459374827874	69	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
"70"	61,8134122122139	58,9041500382114	70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"71"	17,4878464853498	15,785753110045	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"72"	22,7080866756376	16,8896079578839	72	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"73"	26,6798052457011	26,2942057155402	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74"	30,0446575157699	25,4020290687792	74	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75"	31,8812306843618	32,0669372521193	75	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76"	30,5678211823664	28,3149849631561	76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77"	27,1769950263322	23,1732060576356	77	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"78"	22,2769984114843	22,4677831761943	78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"79"	17,396360370356	15,6618200691886	79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"80"	14,7844878114681	10,9787501311032	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"81"	55,5417640210205	55,2338577826301	81	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"82"	52,4869707690268	53,043922774591	82	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
"83"	17,8874888584815	22,2774193090045	83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"84"	22,0839015264654	22,8679895003912	84	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"85"	27,2592684923424	24,9587015950498	85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"86"	31,6649773827498	31,5323918165308	86	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"87"	33,1554782127504	32,6710427359315	87	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"88"	30,9215404616446	26,1698619846509	88	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"89"	28,1033005461658	28,7049844028868	89	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"90"	23,2117397692544	22,5138229560961	90	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91"	17,8882108715424	12,8787107623724	91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"92"	15,1716490876186	16,01736335495	92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"93"	69,1771143840021	68,7196802559906	93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"94"	38,1484306804922	33,432642698212	94	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"95"	17,864844007706	18,7356646575443	95	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"96"	23,0532606546319	19,9048028670705	96	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"97"	28,3088988932534	29,268284605192	97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"98"	31,7217138909075	30,017086503286	98	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"99"	33,8036941109013	31,9490203214824	99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100"	33,186228782497	31,7789898848677	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"101"	29,8754182329125	24,2778710500413	101	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"102"	25,2838040404661	25,4331107693404	102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"103"	20,1567609790998	21,5928728396672	103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"104"	51,2832035674364	56,9167957775256	104	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"105"	58,1156271154463	58,2151738934578	105	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"106"	16,624243997213	12,0658304667165	106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"107"	20,4659589292936	21,1319791610082	107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"108"	25,2075961274199	28,0513068340473	108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"109"	28,869012077354	33,4051958169447	109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110"	32,5036150487355	37,3164513776696	110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"111"	34,8716436783217	37,2975981730179	111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"112"	33,4102410274034	39,7088981277322	112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"113"	30,9049663167873	31,4759523512784	113	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"114"	26,2253405625341	27,6367366494408	114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"115"	20,288836437137	25,8954501624464	115	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"116"	59,0639113240164	60,1399051526508	116	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"117"	52,2714619434043	50,5102613415272	117	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"118"	18,6722592987923	18,0429644296756	118	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"119"	22,1923966731223	18,0179271426214	119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"120"	27,2011462840009	26,4134003368326	120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"121"	32,8700284972402	29,2306197989601	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"122"	35,8739531663909	32,9538332773448	122	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"123"	38,4965324685541	33,8888401639172	123	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"124"	36,1474706654007	34,1008276806337	124	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"125"	33,3140953599577	27,2532316249516	125	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"126"	28,7740080095017	28,1691525558595	126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"127"	54,0069047969364	56,5968027711659	127	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"128"	68,7960278343865	68,4499472866895	128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"129"	18,4346370668655	21,5386688419273	129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"130"	20,2876762091566	20,7771062054366	130	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"131"	23,0014431173861	27,1434391948636	131	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"132"	27,5126012161142	28,0227048555106	132	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"133"	32,3048795023113	31,6426608773831	133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"134"	35,6005539159478	30,8759105076679	134	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"135"	37,1740155611345	37,716170051885	135	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"136"	35,9834719699846	32,542191406429	136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"137"	34,0367279627631	34,0383136335268	137	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"138"	28,5322759524634	30,4335733622743	138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"139"	58,0683379937421	63,7047418353186	139	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
"140"	65,4619821681156	65,3524308127868	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"141"	19,2454104214468	21,1427826284668	141	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"142"	21,434942314209	26,0111746851648	142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"143"	24,8962495696011	24,827722780193	143	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"144"	30,2905460536309	33,0726733560412	144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"145"	35,4107906904016	35,6066220830931	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"146"	38,702774486123	43,3612710855325	146	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"147"	40,4873407502133	39,7247231948345	147	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"148"	38,1599819242814	37,7695196108943	148	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"149"	35,3673136073181	34,9172497424284	149	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"150"	30,7107677588647	30,4957632191617	150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"151"	67,6474213232601	70,1803002973562	151	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"152"	59,0578794973081	60,5424948815145	152	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"153"	20,0134443109264	25,6738220968011	153	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"154"	22,6293112036894	22,8554749447994	154	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"155"	26,1958393070203	28,8462735623652	155	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"156"	30,3183227648852	31,1547128868774	156	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"157"	35,2668798813137	38,802718724415	157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"158"	38,4754390114268	40,5959470068939	158	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"159"	40,9428050087539	46,3820736297613	159	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"160"	38,4484191508005	38,4379039135882	160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"161"	36,7224060743786	33,7323772002571	161	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"162"	61,8747285354287	57,6493734645782	162	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"163"	75,3875958535225	73,9280151127143	163	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"164"	23,9866786954442	20,8896725649106	164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"165"	21,749078050314	17,9621064053742	165	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"166"	24,0552866492408	22,8747520710282	166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"167"	27,7041945255049	23,2522426176603	167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"168"	32,8978819829456	31,0472360815188	168	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"169"	37,4279657787291	32,4127782647906	169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"170"	40,4901983377624	39,9306265863159	170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"171"	42,7057736831354	41,9122498724996	171	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"172"	40,5680247281833	38,9343146682119	172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"173"	38,1252139754806	32,355604695893	173	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"174"	67,6912800615323	67,0423905323144	174	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"175"	72,2968057430739	75,1591488230418	175	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"176"	25,8375001210266	26,1164192864246	176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"177"	23,0900948848899	27,7709274283866	177	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"178"	24,7240617359414	24,504219077706	178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"179"	28,693846272518	26,8660203398854	179	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"180"	33,3260121376839	27,6257651402905	180	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"181"	38,0426787257143	37,7889218575954	181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"182"	41,6901712601404	39,7566184867179	182	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"183"	44,5023653684777	38,5861353967568	183	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"184"	42,7168748553531	41,7567164071162	184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"185"	38,2141126469469	39,5383574794687	185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"186"	89,8806546114376	95,2354077750569	186	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"187"	52,1428181506246	51,959414930001	187	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"188"	26,3702982034231	27,7183912238305	188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"189"	24,571221438381	29,1410836185843	189	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"190"	25,6768551653075	25,2424758017142	190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"191"	28,8568855380134	24,8172360934842	191	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"192"	34,4775664989425	34,3638417118459	192	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"193"	38,9030332991327	39,7665847557341	193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"194"	41,2695525607823	44,4195803261955	194	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"195"	43,5860226060344	49,1124968407598	195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"196"	41,9126875559618	42,6993413149285	196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"197"	68,9726069908973	70,0978531122239	197	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"198"	82,0657531562486	85,0606374238585	198	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"199"	29,2705205860031	33,8797468180058	199	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"200"	26,7320249772054	27,665991136515	200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"201"	24,3166310787643	28,3787933681424	201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"202"	26,4859693057935	28,484461844092	202	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"203"	30,0505500440374	36,0775720480561	203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"204"	35,1386467185739	35,3221831181864	204	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
